From	To	Species	Gene Name
74120	MGI:1921370	Mus musculus	zinc finger protein 263(Zfp263)
13016	MGI:1201685	Mus musculus	C-terminal binding protein 1(Ctbp1)
434768	MGI:3579898	Mus musculus	reproductive homeobox 8(Rhox8)
17354	MGI:1329038	Mus musculus	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10(Mllt10)
21665	MGI:108247	Mus musculus	thymine DNA glycosylase(Tdg)
94246	MGI:2137512	Mus musculus	AT rich interactive domain 4B (RBP1-like)(Arid4b)
17356	MGI:1314653	Mus musculus	afadin, adherens junction formation factor(Afdn)
66556	MGI:1913806	Mus musculus	Dr1 associated protein 1 (negative cofactor 2 alpha)(Drap1)
243771	MGI:2143990	Mus musculus	poly (ADP-ribose) polymerase family, member 12(Parp12)
238247	MGI:2444354	Mus musculus	AT rich interactive domain 4A (RBP1-like)(Arid4a)
140477	MGI:2153518	Mus musculus	diencephalon/mesencephalon homeobox 1(Dmbx1)
81703	MGI:1932093	Mus musculus	Jun dimerization protein 2(Jdp2)
15273	MGI:1338076	Mus musculus	human immunodeficiency virus type I enhancer binding protein 2(Hivep2)
20128	MGI:98178	Mus musculus	tripartite motif-containing 30A(Trim30a)
13875	MGI:109637	Mus musculus	Ets2 repressor factor(Erf)
20833	MGI:107912	Mus musculus	structure specific recognition protein 1(Ssrp1)
27049	MGI:1350926	Mus musculus	ets variant 3(Etv3)
21652	MGI:98647	Mus musculus	PHD finger protein 1(Phf1)
70122	MGI:1917372	Mus musculus	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3(Mllt3)
14390	MGI:95610	Mus musculus	GA repeat binding protein, alpha(Gabpa)
27057	MGI:1350932	Mus musculus	nuclear receptor coactivator 4(Ncoa4)
27056	MGI:1350924	Mus musculus	interferon regulatory factor 5(Irf5)
24068	MGI:1344414	Mus musculus	steroid receptor RNA activator 1(Sra1)
20848	MGI:103038	Mus musculus	signal transducer and activator of transcription 3(Stat3)
20849	MGI:103062	Mus musculus	signal transducer and activator of transcription 4(Stat4)
20846	MGI:103063	Mus musculus	signal transducer and activator of transcription 1(Stat1)
104156	MGI:1096867	Mus musculus	ets variant 5(Etv5)
13865	MGI:1352451	Mus musculus	nuclear receptor subfamily 2, group F, member 1(Nr2f1)
13864	MGI:1352453	Mus musculus	nuclear receptor subfamily 2, group F, member 6(Nr2f6)
14797	MGI:95806	Mus musculus	amino-terminal enhancer of split(Aes)
19285	MGI:1277968	Mus musculus	polymerase I and transcript release factor(Ptrf)
19411	MGI:97858	Mus musculus	retinoic acid receptor, gamma(Rarg)
50794	MGI:1354948	Mus musculus	Kruppel-like factor 13(Klf13)
101206	MGI:1915724	Mus musculus	transcriptional adaptor 3(Tada3)
12916	MGI:88495	Mus musculus	cAMP responsive element modulator(Crem)
50796	MGI:1354733	Mus musculus	doublesex and mab-3 related transcription factor 1(Dmrt1)
12912	MGI:88494	Mus musculus	cAMP responsive element binding protein 1(Creb1)
13047	MGI:88568	Mus musculus	cut-like homeobox 1(Cux1)
54713	MGI:1859823	Mus musculus	Fez family zinc finger 2(Fezf2)
19009	MGI:102935	Mus musculus	POU domain, class 6, transcription factor 1(Pou6f1)
13048	MGI:107321	Mus musculus	cut-like homeobox 2(Cux2)
12914	MGI:1098280	Mus musculus	CREB binding protein(Crebbp)
12913	MGI:99946	Mus musculus	cAMP responsive element binding protein 3(Creb3)
54711	MGI:1933165	Mus musculus	pleiomorphic adenoma gene-like 2(Plagl2)
228775	MGI:1345675	Mus musculus	tribbles pseudokinase 3(Trib3)
114142	MGI:2148705	Mus musculus	forkhead box P2(Foxp2)
106021	MGI:2146189	Mus musculus	topoisomerase I binding, arginine/serine-rich(Topors)
19697	MGI:103290	Mus musculus	v-rel reticuloendotheliosis viral oncogene homolog A (avian)(Rela)
19698	MGI:103289	Mus musculus	avian reticuloendotheliosis viral (v-rel) oncogene related B(Relb)
19696	MGI:97897	Mus musculus	reticuloendotheliosis oncogene(Rel)
208727	MGI:3036234	Mus musculus	histone deacetylase 4(Hdac4)
19401	MGI:97856	Mus musculus	retinoic acid receptor, alpha(Rara)
19290	MGI:103079	Mus musculus	purine rich element binding protein A(Pura)
229615	MGI:1913126	Mus musculus	protein inhibitor of activated STAT 3(Pias3)
19291	MGI:1338779	Mus musculus	purine rich element binding protein B(Purb)
14106	MGI:1347465	Mus musculus	forkhead box H1(Foxh1)
19015	MGI:101884	Mus musculus	peroxisome proliferator activator receptor delta(Ppard)
19016	MGI:97747	Mus musculus	peroxisome proliferator activated receptor gamma(Pparg)
239985	MGI:1926129	Mus musculus	AT rich interactive domain 1B (SWI-like)(Arid1b)
19013	MGI:104740	Mus musculus	peroxisome proliferator activated receptor alpha(Ppara)
19014	MGI:1100846	Mus musculus	mediator complex subunit 1(Med1)
69726	MGI:1916976	Mus musculus	SET and MYND domain containing 3(Smyd3)
21888	MGI:104633	Mus musculus	transducin-like enhancer of split 4(Tle4)
21887	MGI:104634	Mus musculus	transducin-like enhancer of split 3(Tle3)
19434	MGI:109632	Mus musculus	retina and anterior neural fold homeobox(Rax)
225998	MGI:1343464	Mus musculus	RAR-related orphan receptor beta(Rorb)
21886	MGI:104635	Mus musculus	transducin-like enhancer of split 2(Tle2)
21885	MGI:104636	Mus musculus	transducin-like enhancer of split 1(Tle1)
29871	MGI:1352762	Mus musculus	sex comb on midleg homolog 1(Scmh1)
11920	MGI:107202	Mus musculus	ataxia telangiectasia mutated(Atm)
16362	MGI:96590	Mus musculus	interferon regulatory factor 1(Irf1)
16363	MGI:96591	Mus musculus	interferon regulatory factor 2(Irf2)
11922	MGI:106593	Mus musculus	neurogenic differentiation 6(Neurod6)
11921	MGI:104654	Mus musculus	atonal bHLH transcription factor 1(Atoh1)
11923	MGI:108055	Mus musculus	neurogenic differentiation 4(Neurod4)
11925	MGI:893591	Mus musculus	neurogenin 3(Neurog3)
66596	MGI:1913846	Mus musculus	general transcription factor III A(Gtf3a)
21685	MGI:98663	Mus musculus	thyrotroph embryonic factor(Tef)
19989	MGI:98073	Mus musculus	ribosomal protein L7(Rpl7)
66993	MGI:1914243	Mus musculus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3(Smarcd3)
94222	MGI:2149955	Mus musculus	oligodendrocyte transcription factor 3(Olig3)
69090	MGI:1916340	Mus musculus	activating signal cointegrator 1 complex subunit 1(Ascc1)
244349	MGI:2442415	Mus musculus	K(lysine) acetyltransferase 6A(Kat6a)
107586	MGI:1338039	Mus musculus	ovo like zinc finger 2(Ovol2)
22221	MGI:104889	Mus musculus	upstream binding protein 1(Ubp1)
320145	MGI:2443471	Mus musculus	trans-acting transcription factor 8(Sp8)
12951	MGI:1194883	Mus musculus	cone-rod homeobox(Crx)
13819	MGI:109169	Mus musculus	endothelial PAS domain protein 1(Epas1)
13496	MGI:1328360	Mus musculus	AT rich interactive domain 3A (BRIGHT-like)(Arid3a)
107503	MGI:2141857	Mus musculus	activating transcription factor 5(Atf5)
21869	MGI:108067	Mus musculus	NK2 homeobox 1(Nkx2-1)
13813	MGI:1201683	Mus musculus	eomesodermin(Eomes)
19651	MGI:105085	Mus musculus	retinoblastoma-like 2(Rbl2)
19650	MGI:103300	Mus musculus	retinoblastoma-like 1 (p107)(Rbl1)
56258	MGI:1201779	Mus musculus	heterogeneous nuclear ribonucleoprotein H2(Hnrnph2)
16589	MGI:1341908	Mus musculus	U2AF homology motif (UHM) kinase 1(Uhmk1)
12753	MGI:99698	Mus musculus	circadian locomotor output cycles kaput(Clock)
13207	MGI:105037	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5(Ddx5)
13205	MGI:103064	Mus musculus	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked(Ddx3x)
19646	MGI:1194912	Mus musculus	retinoblastoma binding protein 4(Rbbp4)
19645	MGI:97874	Mus musculus	retinoblastoma 1(Rb1)
18685	MGI:1332671	Mus musculus	putative homeodomain transcription factor 1(Phtf1)
56809	MGI:2135604	Mus musculus	glucocorticoid modulatory element binding protein 1(Gmeb1)
19058	MGI:107172	Mus musculus	protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)(Ppp3r1)
11991	MGI:101947	Mus musculus	heterogeneous nuclear ribonucleoprotein D(Hnrnpd)
20591	MGI:99781	Mus musculus	lysine (K)-specific demethylase 5C(Kdm5c)
21847	MGI:1101353	Mus musculus	Kruppel-like factor 10(Klf10)
21848	MGI:109275	Mus musculus	tripartite motif-containing 24(Trim24)
21849	MGI:109274	Mus musculus	tripartite motif-containing 28(Trim28)
69792	MGI:1917042	Mus musculus	mediator complex subunit 6(Med6)
66352	MGI:1201607	Mus musculus	basic leucine zipper nuclear factor 1(Blzf1)
66354	MGI:1913604	Mus musculus	SNW domain containing 1(Snw1)
56070	MGI:1926421	Mus musculus	transcription elongation regulator 1 (CA150)(Tcerg1)
79362	MGI:1930704	Mus musculus	basic helix-loop-helix family, member e41(Bhlhe41)
20592	MGI:99780	Mus musculus	lysine (K)-specific demethylase 5D(Kdm5d)
16597	MGI:1333796	Mus musculus	Kruppel-like factor 12(Klf12)
209361	MGI:2388097	Mus musculus	TATA-box binding protein associated factor 3(Taf3)
16596	MGI:1342771	Mus musculus	Kruppel-like factor 1 (erythroid)(Klf1)
19668	MGI:1196616	Mus musculus	recombination signal binding protein for immunoglobulin kappa J region-like(Rbpjl)
106298	MGI:1925255	Mus musculus	RRN3 RNA polymerase I transcription factor homolog (yeast)(Rrn3)
234959	MGI:2182585	Mus musculus	mediator complex subunit 17(Med17)
19664	MGI:96522	Mus musculus	recombination signal binding protein for immunoglobulin kappa J region(Rbpj)
22433	MGI:98970	Mus musculus	X-box binding protein 1(Xbp1)
22431	MGI:98968	Mus musculus	Wilms tumor 1 homolog(Wt1)
109663	MGI:96193	Mus musculus	homeobox C11(Hoxc11)
194738	MGI:2681831	Mus musculus	reproductive homeobox 11(Rhox11)
76007	MGI:1923257	Mus musculus	zinc finger, MYM-type 2(Zmym2)
22130	MGI:105044	Mus musculus	transcription termination factor, RNA polymerase I(Ttf1)
15421	MGI:96194	Mus musculus	homeobox C12(Hoxc12)
12013	MGI:894680	Mus musculus	BTB and CNC homology 1, basic leucine zipper transcription factor 1(Bach1)
15429	MGI:96201	Mus musculus	homeobox D1(Hoxd1)
15427	MGI:96199	Mus musculus	homeobox C9(Hoxc9)
12014	MGI:894679	Mus musculus	BTB and CNC homology, basic leucine zipper transcription factor 2(Bach2)
21833	MGI:98742	Mus musculus	thyroid hormone receptor alpha(Thra)
12017	MGI:108047	Mus musculus	BCL2-associated athanogene 1(Bag1)
15425	MGI:96197	Mus musculus	homeobox C6(Hoxc6)
15423	MGI:96195	Mus musculus	homeobox C4(Hoxc4)
21834	MGI:98743	Mus musculus	thyroid hormone receptor beta(Thrb)
56736	MGI:1929668	Mus musculus	ring finger protein 14(Rnf14)
207165	MGI:2444008	Mus musculus	bromodomain PHD finger transcription factor(Bptf)
72949	MGI:1920199	Mus musculus	cyclin T2(Ccnt2)
64290	MGI:1927549	Mus musculus	forkhead box B1(Foxb1)
15430	MGI:96202	Mus musculus	homeobox D10(Hoxd10)
12224	MGI:1338056	Mus musculus	Kruppel-like factor 5(Klf5)
15432	MGI:96204	Mus musculus	homeobox D12(Hoxd12)
22687	MGI:1330262	Mus musculus	ZPR1 zinc finger(Zpr1)
22685	MGI:1306812	Mus musculus	zinc finger protein 239(Zfp239)
12022	MGI:103124	Mus musculus	BarH-like homeobox 1(Barx1)
12020	MGI:108015	Mus musculus	NK3 homeobox 2(Nkx3-2)
22682	MGI:1278334	Mus musculus	zinc finger, AN1-type domain 5(Zfand5)
15437	MGI:96209	Mus musculus	homeobox D8(Hoxd8)
229004	MGI:2652836	Mus musculus	glucocorticoid modulatory element binding protein 2(Gmeb2)
15438	MGI:96210	Mus musculus	homeobox D9(Hoxd9)
12023	MGI:109617	Mus musculus	BarH-like homeobox 2(Barx2)
15433	MGI:96205	Mus musculus	homeobox D13(Hoxd13)
15434	MGI:96207	Mus musculus	homeobox D3(Hoxd3)
30046	MGI:1353423	Mus musculus	zinc finger protein 292(Zfp292)
15436	MGI:96208	Mus musculus	homeobox D4(Hoxd4)
23939	MGI:1346347	Mus musculus	mitogen-activated protein kinase 7(Mapk7)
71371	MGI:2175912	Mus musculus	AT rich interactive domain 5B (MRF1-like)(Arid5b)
18109	MGI:97357	Mus musculus	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived(Mycn)
22658	MGI:99161	Mus musculus	polycomb group ring finger 2(Pcgf2)
12455	MGI:1328363	Mus musculus	cyclin T1(Ccnt1)
21807	MGI:109127	Mus musculus	TSC22 domain family, member 1(Tsc22d1)
30051	MGI:1353422	Mus musculus	SAM pointed domain containing ets transcription factor(Spdef)
53607	MGI:1855690	Mus musculus	small nuclear ribonucleoprotein polypeptide A(Snrpa)
269966	MGI:109404	Mus musculus	nucleoporin 98(Nup98)
15402	MGI:96177	Mus musculus	homeobox A5(Hoxa5)
53404	MGI:1355553	Mus musculus	atonal bHLH transcription factor 7(Atoh7)
15400	MGI:96175	Mus musculus	homeobox A3(Hoxa3)
18667	MGI:97567	Mus musculus	progesterone receptor(Pgr)
21815	MGI:1194497	Mus musculus	TGFB-induced factor homeobox 1(Tgif1)
15407	MGI:96182	Mus musculus	homeobox B1(Hoxb1)
12034	MGI:102520	Mus musculus	prohibitin 2(Phb2)
15404	MGI:96179	Mus musculus	homeobox A7(Hoxa7)
15405	MGI:96180	Mus musculus	homeobox A9(Hoxa9)
15408	MGI:107730	Mus musculus	homeobox B13(Hoxb13)
22160	MGI:98872	Mus musculus	twist basic helix-loop-helix transcription factor 1(Twist1)
11350	MGI:87859	Mus musculus	c-abl oncogene 1, non-receptor tyrosine kinase(Abl1)
83925	MGI:1927616	Mus musculus	trichorhinophalangeal syndrome I (human)(Trps1)
56353	MGI:1929059	Mus musculus	RING1 and YY1 binding protein(Rybp)
18854	MGI:104662	Mus musculus	promyelocytic leukemia(Pml)
22661	MGI:1332234	Mus musculus	zinc finger protein 148(Zfp148)
22666	MGI:1195345	Mus musculus	zinc finger and BTB domain containing 14(Zbtb14)
15410	MGI:96184	Mus musculus	homeobox B3(Hoxb3)
66923	MGI:1923998	Mus musculus	polybromo 1(Pbrm1)
15412	MGI:96185	Mus musculus	homeobox B4(Hoxb4)
15413	MGI:96186	Mus musculus	homeobox B5(Hoxb5)
15414	MGI:96187	Mus musculus	homeobox B6(Hoxb6)
56805	MGI:1927290	Mus musculus	zinc finger and BTB domain containing 33(Zbtb33)
15415	MGI:96188	Mus musculus	homeobox B7(Hoxb7)
15416	MGI:96189	Mus musculus	homeobox B8(Hoxb8)
15417	MGI:96190	Mus musculus	homeobox B9(Hoxb9)
110784	MGI:99459	Mus musculus	nuclear receptor subfamily 3, group C, member 2(Nr3c2)
21804	MGI:102784	Mus musculus	transforming growth factor beta 1 induced transcript 1(Tgfb1i1)
21803	MGI:98725	Mus musculus	transforming growth factor, beta 1(Tgfb1)
22165	MGI:102960	Mus musculus	TXK tyrosine kinase(Txk)
260298	MGI:2449712	Mus musculus	FEV (ETS oncogene family)(Fev)
11910	MGI:109384	Mus musculus	activating transcription factor 3(Atf3)
11911	MGI:88096	Mus musculus	activating transcription factor 4(Atf4)
56309	MGI:1891750	Mus musculus	MYC binding protein(Mycbp)
54352	MGI:1859086	Mus musculus	Iroquois related homeobox 5 (Drosophila)(Irx5)
68910	MGI:1916160	Mus musculus	zinc finger protein 467(Zfp467)
16371	MGI:1197515	Mus musculus	Iroquois related homeobox 1 (Drosophila)(Irx1)
18128	MGI:97363	Mus musculus	notch 1(Notch1)
18129	MGI:97364	Mus musculus	notch 2(Notch2)
16373	MGI:1197522	Mus musculus	Iroquois related homeobox 3(Irx3)
26423	MGI:1346833	Mus musculus	nuclear receptor subfamily 5, group A, member 1(Nr5a1)
18124	MGI:1352457	Mus musculus	nuclear receptor subfamily 4, group A, member 3(Nr4a3)
26424	MGI:1346834	Mus musculus	nuclear receptor subfamily 5, group A, member 2(Nr5a2)
17749	MGI:102725	Mus musculus	polymerase (RNA) II (DNA directed) polypeptide K(Polr2k)
26427	MGI:1347062	Mus musculus	cAMP responsive element binding protein 3-like 1(Creb3l1)
18609	MGI:102851	Mus musculus	pancreatic and duodenal homeobox 1(Pdx1)
110794	MGI:103572	Mus musculus	CCAAT/enhancer binding protein (C/EBP), epsilon(Cebpe)
11909	MGI:109349	Mus musculus	activating transcription factor 2(Atf2)
215031	MGI:2447460	Mus musculus	vestigial like family member 2(Vgll2)
12265	MGI:108445	Mus musculus	class II transactivator(Ciita)
71137	MGI:1918387	Mus musculus	regulatory factor X, 4 (influences HLA class II expression)(Rfx4)
110521	MGI:96100	Mus musculus	human immunodeficiency virus type I enhancer binding protein 1(Hivep1)
229906	MGI:2385191	Mus musculus	general transcription factor IIB(Gtf2b)
224829	MGI:2442086	Mus musculus	transcriptional regulating factor 1(Trerf1)
56501	MGI:1928377	Mus musculus	E74-like factor 4 (ets domain transcription factor)(Elf4)
22185	MGI:98886	Mus musculus	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2(U2af2)
30948	MGI:108092	Mus musculus	bridging integrator 1(Bin1)
22183	MGI:98885	Mus musculus	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1(Zrsr1)
22184	MGI:103287	Mus musculus	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2(Zrsr2)
54367	MGI:1927246	Mus musculus	zinc finger protein 326(Zfp326)
252838	MGI:2181659	Mus musculus	thymocyte selection-associated high mobility group box(Tox)
79221	MGI:1931221	Mus musculus	histone deacetylase 9(Hdac9)
26417	MGI:1346859	Mus musculus	mitogen-activated protein kinase 3(Mapk3)
26416	MGI:1346865	Mus musculus	mitogen-activated protein kinase 14(Mapk14)
116940	MGI:2151797	Mus musculus	trimethylguanosine synthase 1(Tgs1)
22695	MGI:99180	Mus musculus	zinc finger protein 36(Zfp36)
22697	MGI:99182	Mus musculus	zinc finger and SCAN domain containing 21(Zscan21)
16392	MGI:101791	Mus musculus	ISL1 transcription factor, LIM/homeodomain(Isl1)
16391	MGI:107587	Mus musculus	interferon regulatory factor 9(Irf9)
270627	MGI:1336878	Mus musculus	TATA-box binding protein associated factor 1(Taf1)
214162	MGI:96995	Mus musculus	lysine (K)-specific methyltransferase 2A(Kmt2a)
56321	MGI:1929608	Mus musculus	apoptosis antagonizing transcription factor(Aatf)
17764	MGI:101786	Mus musculus	metal response element binding transcription factor 1(Mtf1)
17765	MGI:105050	Mus musculus	metal response element binding transcription factor 2(Mtf2)
18143	MGI:109232	Mus musculus	neuronal PAS domain protein 2(Npas2)
18142	MGI:109205	Mus musculus	neuronal PAS domain protein 1(Npas1)
18148	MGI:106184	Mus musculus	nucleophosmin 1(Npm1)
56715	MGI:1929459	Mus musculus	RAB guanine nucleotide exchange factor (GEF) 1(Rabgef1)
18626	MGI:1098283	Mus musculus	period circadian clock 1(Per1)
56711	MGI:1891916	Mus musculus	pleiomorphic adenoma gene 1(Plag1)
23942	MGI:1346340	Mus musculus	metastasis-associated gene family, member 2(Mta2)
18627	MGI:1195265	Mus musculus	period circadian clock 2(Per2)
18628	MGI:1277134	Mus musculus	period circadian clock 3(Per3)
99377	MGI:2139360	Mus musculus	sal-like 4 (Drosophila)(Sall4)
83431	MGI:1932915	Mus musculus	nudE neurodevelopment protein 1 like 1(Ndel1)
54380	MGI:1859183	Mus musculus	SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1(Smarcal1)
18131	MGI:99460	Mus musculus	notch 3(Notch3)
79401	MGI:1930801	Mus musculus	spermatogenic leucine zipper 1(Spz1)
23958	MGI:1346317	Mus musculus	nuclear receptor subfamily 2, group E, member 3(Nr2e3)
18612	MGI:99423	Mus musculus	ets variant 4(Etv4)
18617	MGI:97538	Mus musculus	reproductive homeobox 5(Rhox5)
387609	MGI:2683087	Mus musculus	zinc fingers and homeoboxes 2(Zhx2)
107182	MGI:2147538	Mus musculus	B-TFIID TATA-box binding protein associated factor 1(Btaf1)
14815	MGI:95824	Mus musculus	nuclear receptor subfamily 3, group C, member 1(Nr3c1)
17701	MGI:97168	Mus musculus	msh homeobox 1(Msx1)
17702	MGI:97169	Mus musculus	msh homeobox 2(Msx2)
30923	MGI:1353569	Mus musculus	forkhead box E3(Foxe3)
72692	MGI:1919942	Mus musculus	heterogeneous nuclear ribonucleoprotein L-like(Hnrnpll)
15289	MGI:96113	Mus musculus	high mobility group box 1(Hmgb1)
75605	MGI:1922855	Mus musculus	lysine (K)-specific demethylase 5B(Kdm5b)
17300	MGI:1347466	Mus musculus	forkhead box C1(Foxc1)
17301	MGI:1347471	Mus musculus	forkhead box D2(Foxd2)
20893	MGI:1097714	Mus musculus	basic helix-loop-helix family, member e40(Bhlhe40)
100683	MGI:2153272	Mus musculus	transformation/transcription domain-associated protein(Trrap)
71828	MGI:1919078	Mus musculus	general transcription factor IIA, 1-like(Gtf2a1l)
22608	MGI:99146	Mus musculus	Y box protein 1(Ybx1)
217166	MGI:2444210	Mus musculus	nuclear receptor subfamily 1, group D, member 1(Nr1d1)
16764	MGI:106927	Mus musculus	AF4/FMR2 family, member 3(Aff3)
17536	MGI:108564	Mus musculus	Meis homeobox 2(Meis2)
23983	MGI:1345635	Mus musculus	poly(rC) binding protein 1(Pcbp1)
114741	MGI:1890948	Mus musculus	suppressor of Ty 16(Supt16)
545848	MGI:4439653	Mus musculus	immunoglobulin kappa variable 4-80(Igkv4-80)
18181	MGI:1332235	Mus musculus	nuclear respiratory factor 1(Nrf1)
110109	MGI:107891	Mus musculus	NOP2 nucleolar protein(Nop2)
18185	MGI:102567	Mus musculus	neural retina leucine zipper gene(Nrl)
23989	MGI:1344385	Mus musculus	mediator complex subunit 24(Med24)
23988	MGI:1346036	Mus musculus	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1(Pin1)
233908	MGI:1353633	Mus musculus	fused in sarcoma(Fus)
103889	MGI:96183	Mus musculus	homeobox B2(Hoxb2)
386655	MGI:2681174	Mus musculus	EP300 interacting inhibitor of differentiation 2(Eid2)
17928	MGI:97276	Mus musculus	myogenin(Myog)
17927	MGI:97275	Mus musculus	myogenic differentiation 1(Myod1)
27217	MGI:1351322	Mus musculus	Mix1 homeobox-like 1 (Xenopus laevis)(Mixl1)
64009	MGI:1927152	Mus musculus	spectrin repeat containing, nuclear envelope 1(Syne1)
11545	MGI:1340806	Mus musculus	poly (ADP-ribose) polymerase family, member 1(Parp1)
15499	MGI:96238	Mus musculus	heat shock factor 1(Hsf1)
208076	MGI:2445415	Mus musculus	Pbx/knotted 1 homeobox 2(Pknox2)
225207	MGI:95459	Mus musculus	zinc finger protein 521(Zfp521)
18171	MGI:1337040	Mus musculus	nuclear receptor subfamily 1, group I, member 2(Nr1i2)
215445	MGI:2444431	Mus musculus	RAB11 family interacting protein 3 (class II)(Rab11fip3)
13798	MGI:95389	Mus musculus	engrailed 1(En1)
13799	MGI:95390	Mus musculus	engrailed 2(En2)
13796	MGI:95387	Mus musculus	empty spiracles homeobox 1(Emx1)
268980	MGI:1333757	Mus musculus	striatin, calmodulin binding protein(Strn)
13797	MGI:95388	Mus musculus	empty spiracles homeobox 2(Emx2)
107815	MGI:1340042	Mus musculus	sex comb on midleg-like 2 (Drosophila)(Scml2)
58523	MGI:1889642	Mus musculus	elongator acetyltransferase complex subunit 2(Elp2)
17933	MGI:1100511	Mus musculus	myelin transcription factor 1-like(Myt1l)
58521	MGI:1889651	Mus musculus	EP300 interacting inhibitor of differentiation 1(Eid1)
17932	MGI:1100535	Mus musculus	myelin transcription factor 1(Myt1)
30927	MGI:1353563	Mus musculus	snail family zinc finger 3(Snai3)
54343	MGI:1858965	Mus musculus	activating transcription factor 7 interacting protein(Atf7ip)
17937	MGI:107563	Mus musculus	Ngfi-A binding protein 2(Nab2)
14605	MGI:1196284	Mus musculus	TSC22 domain family, member 3(Tsc22d3)
70315	MGI:1917565	Mus musculus	histone deacetylase 8(Hdac8)
69257	MGI:1916507	Mus musculus	E74-like factor 2(Elf2)
72459	MGI:1919709	Mus musculus	HIV TAT specific factor 1(Htatsf1)
212712	MGI:2679336	Mus musculus	special AT-rich sequence binding protein 2(Satb2)
56772	MGI:1929671	Mus musculus	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11(Mllt11)
12051	MGI:88140	Mus musculus	B cell leukemia/lymphoma 3(Bcl3)
22634	MGI:1100874	Mus musculus	pleiomorphic adenoma gene-like 1(Plagl1)
26896	MGI:1349442	Mus musculus	mediator complex subunit 14(Med14)
22632	MGI:99150	Mus musculus	YY1 transcription factor(Yy1)
170729	MGI:2176606	Mus musculus	scratch family zinc finger 1(Scrt1)
12053	MGI:107187	Mus musculus	B cell leukemia/lymphoma 6(Bcl6)
268903	MGI:1315213	Mus musculus	nuclear receptor interacting protein 1(Nrip1)
57432	MGI:1930128	Mus musculus	zinc finger CCCH type containing 8(Zc3h8)
264064	MGI:1196224	Mus musculus	cyclin-dependent kinase 8(Cdk8)
107833	MGI:88352	Mus musculus	cell division cycle 2 homolog B (S. pombe)(Cdc2b)
18193	MGI:1276545	Mus musculus	nuclear receptor-binding SET-domain protein 1(Nsd1)
56787	MGI:1928820	Mus musculus	achaete-scute family bHLH transcription factor 3(Ascl3)
27224	MGI:1351315	Mus musculus	transcription elongation factor B (SIII), polypeptide 3(Tceb3)
22642	MGI:107410	Mus musculus	zinc finger and BTB domain containing 17(Zbtb17)
84505	MGI:1934229	Mus musculus	SET domain, bifurcated 1(Setdb1)
65100	MGI:1929518	Mus musculus	zinc finger protein of the cerebellum 5(Zic5)
216285	MGI:104621	Mus musculus	ALX homeobox 1(Alx1)
68196	MGI:1915446	Mus musculus	heat shock factor binding protein 1(Hsbp1)
211329	MGI:2444847	Mus musculus	nuclear receptor coactivator 7(Ncoa7)
223922	MGI:2443472	Mus musculus	activating transcription factor 7(Atf7)
14836	MGI:95841	Mus musculus	goosecoid homeobox(Gsc)
211323	MGI:96083	Mus musculus	neuregulin 1(Nrg1)
170740	MGI:2176561	Mus musculus	zinc finger protein 287(Zfp287)
20728	MGI:1341168	Mus musculus	Spi-C transcription factor (Spi-1/PU.1 related)(Spic)
11592	MGI:87955	Mus musculus	agitans(ag)
109889	MGI:107457	Mus musculus	myeloid zinc finger 1(Mzf1)
11792	MGI:88042	Mus musculus	apurinic/apyrimidinic endonuclease 1(Apex1)
17965	MGI:104591	Mus musculus	neuroblastoma, suppression of tumorigenicity 1(Nbl1)
544971	MGI:1347077	Mus musculus	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB(Bdp1)
240590	MGI:2449470	Mus musculus	doublesex and mab-3 related transcription factor 3(Dmrt3)
229279	MGI:1917171	Mus musculus	heterogeneous nuclear ribonucleoprotein A3(Hnrnpa3)
114774	MGI:2149961	Mus musculus	PRKC, apoptosis, WT1, regulator(Pawr)
14843	MGI:95843	Mus musculus	GS homeobox 2(Gsx2)
14842	MGI:95842	Mus musculus	GS homeobox 1(Gsx1)
17977	MGI:1276523	Mus musculus	nuclear receptor coactivator 1(Ncoa1)
17978	MGI:1276533	Mus musculus	nuclear receptor coactivator 2(Ncoa2)
17979	MGI:1276535	Mus musculus	nuclear receptor coactivator 3(Ncoa3)
50496	MGI:1354159	Mus musculus	E2F transcription factor 6(E2f6)
